# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3300, i.e. number of multipoles equal to 3299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
  83 2.9149244317e-10 6.7467483017e-14 -1.6293369621e-12 0.0000000000e+00 1.6764244850e-11 2.3187591805e-12 -8.8669739232e-15
  84 2.9509331107e-10 6.9472420635e-14 -1.7056448977e-12 0.0000000000e+00 1.6264853416e-11 2.2618193486e-12 -9.1425616989e-15
  85 2.9872612305e-10 7.1495948957e-14 -1.7833592295e-12 0.0000000000e+00 1.5784200725e-11 2.2067133530e-12 -9.4249157767e-15
  86 3.0239136524e-10 7.3535392477e-14 -1.8623999535e-12 0.0000000000e+00 1.5322249016e-11 2.1534595667e-12 -9.7071329608e-15
  87 3.0608928828e-10 7.5587889851e-14 -1.9426807913e-12 0.0000000000e+00 1.4878747180e-11 2.1020546794e-12 -9.9816567833e-15
  88 3.0981989534e-10 7.7650389444e-14 -2.0241090483e-12 0.0000000000e+00 1.4453221951e-11 2.0524727649e-12 -1.0240258672e-14
  89 3.1358293008e-10 7.9719644876e-14 -2.1065854728e-12 0.0000000000e+00 1.4044969083e-11 2.0046643503e-12 -1.0474019117e-14
  90 3.1737786465e-10 8.1792210571e-14 -2.1900041139e-12 0.0000000000e+00 1.3653044534e-11 1.9585554840e-12 -1.0673308842e-14
  91 3.2120388768e-10 8.3864437306e-14 -2.2742521810e-12 0.0000000000e+00 1.3276255651e-11 1.9140468041e-12 -1.0827769968e-14
  92 3.2505989222e-10 8.5932467756e-14 -2.3592099018e-12 0.0000000000e+00 1.2913152354e-11 1.8710126067e-12 -1.0926297183e-14
  93 3.2894446377e-10 8.7992232045e-14 -2.4447503808e-12 0.0000000000e+00 1.2562018315e-11 1.8292999144e-12 -1.0957018908e-14
  94 3.3285628650e-10 9.0039942698e-14 -2.5307529944e-12 0.0000000000e+00 1.2221273736e-11 1.7887665158e-12 -1.0910337063e-14
  95 3.3679545723e-10 9.2073673428e-14 -2.6171461590e-12 0.0000000000e+00 1.1890771371e-11 1.7494035818e-12 -1.0788604628e-14
  96 3.4076234574e-10 9.4092008235e-14 -2.7038706977e-12 0.0000000000e+00 1.1570678014e-11 1.7112296634e-12 -1.0597860595e-14
  97 3.4475718761e-10 9.6093565168e-14 -2.7908669113e-12 0.0000000000e+00 1.1261076868e-11 1.6742529452e-12 -1.0344921736e-14
  98 3.4878007784e-10 9.8076998586e-14 -2.8780746194e-12 0.0000000000e+00 1.0961964253e-11 1.6384708371e-12 -1.0037404875e-14
