# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 146 5.5992985136e-10 1.4523747728e-13 -5.9699399945e-12 8.8846101338e-16 3.6520180697e-12 6.9800937197e-13 -4.0840708906e-15
 147 5.6432894962e-10 1.4482452547e-13 -5.9858691823e-12 9.0170091922e-16 3.5806677400e-12 6.8752816598e-13 -4.0153559650e-15
 148 5.6870821355e-10 1.4435200502e-13 -5.9988245760e-12 9.1506855364e-16 3.5111612897e-12 6.7726912976e-13 -3.9507013087e-15
 149 5.7306638696e-10 1.4382079739e-13 -6.0087558107e-12 9.2856436931e-16 3.4434726638e-12 6.6722944423e-13 -3.8897909371e-15
 150 5.7740216690e-10 1.4323187958e-13 -6.0156136305e-12 9.4218880157e-16 3.3775683594e-12 6.5740528889e-13 -3.8322822014e-15
 151 5.8171420272e-10 1.4258632574e-13 -6.0193499223e-12 9.5594226789e-16 3.3134072580e-12 6.4779181875e-13 -3.7778052796e-15
 152 5.8600109514e-10 1.4188530889e-13 -6.0199177500e-12 9.6982516751e-16 3.2509404572e-12 6.3838314125e-13 -3.7259626682e-15
 153 5.9026139534e-10 1.4113010256e-13 -6.0172713891e-12 9.8383788100e-16 3.1901111038e-12 6.2917229323e-13 -3.6763286734e-15
 154 5.9449360398e-10 1.4032208241e-13 -6.0113663605e-12 9.9798076977e-16 3.1308542254e-12 6.2015121786e-13 -3.6284489030e-15
 155 5.9869617032e-10 1.3946272797e-13 -6.0021594651e-12 1.0122541757e-15 3.0730965630e-12 6.1131074155e-13 -3.5818397573e-15
 156 6.0286749123e-10 1.3855362423e-13 -5.9896088179e-12 1.0266584207e-15 3.0167564032e-12 6.0264055093e-13 -3.5359879209e-15
 157 6.0700591031e-10 1.3759646337e-13 -5.9736738822e-12 1.0411938062e-15 2.9617434106e-12 5.9412916974e-13 -3.4903498543e-15
 158 6.1110971692e-10 1.3659304634e-13 -5.9543155039e-12 1.0558606129e-15 2.9079584598e-12 5.8576393582e-13 -3.4443512848e-15
 159 6.1517714527e-10 1.3554528461e-13 -5.9314959457e-12 1.0706591001e-15 2.8552934678e-12 5.7753097801e-13 -3.3973866985e-15
 160 6.1920652406e-10 1.3445517406e-13 -5.9051804711e-12 1.0855894889e-15 2.8036540777e-12 5.6941828518e-13 -3.3489387116e-15
 161 6.2319674244e-10 1.3332471082e-13 -5.8753421816e-12 1.1006519106e-15 2.7530303293e-12 5.6142526854e-13 -3.2989491899e-15
 162 6.2714682393e-10 1.3215597110e-13 -5.8419576773e-12 1.1158464531e-15 2.7034319848e-12 5.5355401001e-13 -3.2474803304e-15
 163 6.3105577931e-10 1.3095113976e-13 -5.8050055871e-12 1.1311731759e-15 2.6548661823e-12 5.4580623804e-13 -3.1945978005e-15
 164 6.3492260640e-10 1.2971251180e-13 -5.7644666100e-12 1.1466321101e-15 2.6073373748e-12 5.3818331900e-13 -3.1403707878e-15
 165 6.3874628982e-10 1.2844249395e-13 -5.7203235567e-12 1.1622232578e-15 2.5608472682e-12 5.3068624847e-13 -3.0848720498e-15
 166 6.4252580077e-10 1.2714360617e-13 -5.6725613913e-12 1.1779465913e-15 2.5153947610e-12 5.2331564263e-13 -3.0281779639e-15
 167 6.4626009678e-10 1.2581848317e-13 -5.6211672721e-12 1.1938020528e-15 2.4709758821e-12 5.1607172956e-13 -2.9703685776e-15
 168 6.4994812150e-10 1.2446987597e-13 -5.5661305938e-12 1.2097895539e-15 2.4275837302e-12 5.0895434061e-13 -2.9115276579e-15
 169 6.5358880443e-10 1.2310065344e-13 -5.5074430284e-12 1.2259089753e-15 2.3852084120e-12 5.0196290173e-13 -2.8517427417e-15
 170 6.5718106075e-10 1.2171380379e-13 -5.4450985670e-12 1.2421601656e-15 2.3438369816e-12 4.9509642483e-13 -2.7911051851e-15
 171 6.6072379103e-10 1.2031243614e-13 -5.3790935613e-12 1.2585429417e-15 2.3034533785e-12 4.8835349909e-13 -2.7297102141e-15
 172 6.6421588103e-10 1.1889978206e-13 -5.3094267645e-12 1.2750570875e-15 2.2640383666e-12 4.8173228232e-13 -2.6676569737e-15
 173 6.6765620144e-10 1.1747919706e-13 -5.2360993736e-12 1.2917023539e-15 2.2255694731e-12 4.7523049232e-13 -2.6050485783e-15
 174 6.7104360768e-10 1.1605416216e-13 -5.1591150702e-12 1.3084784581e-15 2.1880209272e-12 4.6884539819e-13 -2.5419921614e-15
 175 6.7437693966e-10 1.1462828542e-13 -5.0784800622e-12 1.3253850829e-15 2.1513635984e-12 4.6257381170e-13 -2.4785989258e-15
